,1.1.1) Internet users,1.2.2) Average fixed broadband download speed,1.2.7) Bandwidth capacity,1.3.1) Network coverage (min. 2G),1.3.2) Network coverage (min. 3G),1.3.3) Network coverage (min. 4G),1.3.5) Government initiatives to make Wi-Fi available,1.3.6) Private sector initiatives to make Wi-Fi available,1.4.1) Urban electricity access,1.4.2) Rural electricity access,2.1.1) Smartphone cost (handset),2.1.2) Mobile phone cost (prepaid tariff),2.1.3) Mobile phone cost (postpaid tariff),2.1.4) Fixed-line monthly broadband cost,2.2.2) Wireless operators' market share,2.2.3) Broadband operators' market share,3.1.1) Availability of local news in local languages,3.1.2) Concentration of websites using country-level domains,3.1.3) Availability of e-Government services in the local language,3.2.1) e-Finance content,3.2.3) e-Health content,3.2.5) e-Entertainment usage,3.2.6) e-Commerce content,3.2.8) Open data policies,4.1.1) Level of literacy,4.1.2) Educational attainment,4.1.3) Support for digital literacy,4.1.4) Level of web accessibility,4.2.1) Privacy regulations,4.2.2) Trust in online privacy,4.2.3) Trust in Government websites and apps,4.2.4) Trust in Non-government websites and apps,4.2.5) Trust in information from social media,4.2.6) e-Commerce safety,4.3.1.1) Comprehensive female e-inclusion plan,4.3.1.2) Female digital skills training plan,4.3.1.3) Female STEM education plan,4.3.2) Government e-inclusion strategy,4.3.3) National broadband strategy,4.3.4) Funding for broadband buildout,4.3.5) Technology-neutrality policy for spectrum use,4.3.6) National digital identification system,BG2) Population,BG5) GINI coefficient,BG7) Total electricity access,BG9) Percentage of schools with Internet access,BG10) Global Peace Index,BG11) Democracy Index,BG12) Corruption Perceptions Index,BG13) EIU Business Environment Rankings,BG14) UN E-Government Development Index,BG19) Internet users (percent of population),BG20) Male internet users,BG21) Female internet users,BG24) Total fixed line broadband subscribers
507,94.7,89.12,69473.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,74.6,0.238,0.262,0.98,2799.0,2012.0,2.0,3.0,2.0,2.0,3.0,92.0,94.6,2.0,100.0,12.4,3.0,2.0,2.0,44.0,52.0,36.0,26.0,53.1,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,10.0,28.8,100.0,100.0,1.5,9.4,84.0,8.3,0.9,93.0,94.0,89.0,3866353.0
508,94.7,112.46,69473.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,77.2,0.238,0.262,0.98,2770.0,2018.0,4.0,2.0,2.0,2.0,3.0,88.0,89.6,2.0,100.0,12.4,3.0,3.0,2.0,54.0,60.0,38.0,14.0,76.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,10.1,28.8,100.0,100.0,1.5,9.4,85.0,8.2,0.9,93.0,96.0,93.0,3973622.0
509,96.1,137.02,69473.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,71.7,0.251,0.262,0.98,2762.0,1979.0,4.0,3.0,2.0,2.0,3.0,82.0,89.6,2.0,100.0,12.4,3.0,3.0,2.0,52.0,64.0,40.0,32.0,50.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,10.1,28.8,100.0,100.0,1.5,9.4,85.0,8.1,0.9,94.5,98.0,96.0,3994475.0
510,84.7,54.94,73023.0,100.0,100.0,98.0,2.0,2.0,99.99,100.0,98.7,0.537,0.567,0.49,4490.0,3486.0,2.0,3.0,2.0,2.0,3.0,84.0,83.3,2.0,100.0,13.4,3.0,2.0,2.0,54.0,48.0,28.0,26.0,59.6,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,8.4,33.0,100.0,89.1,2.0,9.1,86.0,8.3,0.7,87.5,88.0,87.0,3700563.0
511,86.8,76.64,78989.0,100.0,100.0,99.0,2.0,2.0,100.0,100.0,97.7,0.537,0.579,0.59,4497.0,3414.0,2.0,3.0,1.0,2.0,3.0,78.9,96.4,2.0,100.0,13.4,3.0,2.0,2.0,59.6,36.5,21.2,11.5,44.4,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,8.5,32.7,100.0,100.0,1.4,9.1,86.0,8.3,0.8,89.1,89.0,87.0,3775916.0
512,88.6,88.02,84392.0,100.0,100.0,99.0,2.0,2.0,100.0,100.0,100.0,0.537,0.586,0.68,4446.0,3351.0,2.0,3.0,2.0,2.0,3.0,84.0,96.4,2.0,100.0,13.4,3.0,2.0,2.0,54.0,48.0,28.0,26.0,59.6,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,8.5,32.7,100.0,100.0,1.4,9.0,85.0,8.3,0.9,89.7,90.0,87.0,3916720.0
513,88.6,114.12,84392.0,100.0,100.0,99.0,2.0,2.0,100.0,100.0,90.0,0.537,0.586,0.68,4524.0,3302.0,4.0,3.0,2.0,2.0,3.0,84.0,95.5,2.0,100.0,13.4,3.0,2.0,2.0,54.0,48.0,28.0,26.0,59.6,2.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,8.6,32.7,100.0,100.0,1.4,9.0,85.0,8.2,0.9,89.7,95.0,92.0,3883878.0
514,91.6,152.79,84392.0,100.0,100.0,99.0,2.0,2.0,100.0,100.0,84.3,0.278,0.586,0.68,4504.0,3230.0,4.0,2.0,2.0,2.0,2.0,82.4,95.5,2.0,100.0,13.4,3.0,2.0,2.0,58.8,37.3,25.5,19.6,52.9,2.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,8.7,32.7,100.0,100.0,1.4,9.0,85.0,8.2,0.9,93.1,88.0,88.0,3884000.0
515,82.0,54.53,81685.0,100.0,100.0,99.45,2.0,1.0,99.0,99.0,43.3,0.313,0.816,0.57,2767.0,4614.0,2.0,3.0,2.0,2.0,2.0,96.0,45.1,2.0,100.0,10.7,3.0,2.0,2.0,32.0,46.0,16.0,12.0,30.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,23.5,33.6,99.0,91.0,1.8,7.8,62.0,7.8,0.5,78.0,76.0,78.0,5656330.0
516,82.0,45.32,712971.0,100.0,100.0,99.5,2.0,1.0,99.0,99.0,47.9,0.313,0.805,0.58,2756.0,4568.0,2.0,3.0,2.0,2.0,3.0,90.0,58.4,2.0,100.0,10.7,3.0,2.0,2.0,32.0,48.0,32.0,24.0,41.7,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,23.6,33.6,99.0,100.0,1.8,7.8,61.0,7.6,0.5,79.7,85.0,78.0,5686003.0
517,89.9,60.77,712971.0,100.0,100.0,99.6,2.0,1.0,99.0,99.0,49.6,0.313,0.725,0.49,2658.0,4486.0,2.0,3.0,2.0,2.0,3.0,96.0,58.4,2.0,100.0,10.7,3.0,1.0,2.0,44.0,50.0,30.0,30.0,45.7,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,23.6,33.6,99.0,100.0,1.7,7.7,63.0,7.6,0.6,79.7,76.0,79.0,5713568.0
518,89.0,139.34,1701373.0,100.0,100.0,99.9,2.0,1.0,99.0,99.0,49.6,0.313,0.725,0.49,2626.0,4325.0,4.0,3.0,2.0,2.0,3.0,86.0,59.7,2.0,100.0,10.8,3.0,1.0,2.0,34.0,46.0,16.0,12.0,30.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,23.6,33.6,99.0,100.0,1.7,7.7,63.0,7.7,0.6,86.2,94.0,90.0,5725022.0
519,86.2,144.1,2045055.0,100.0,100.0,99.9,2.0,1.0,99.0,99.0,54.8,0.264,0.725,0.49,2646.0,4059.0,4.0,3.0,2.0,2.0,3.0,96.0,59.7,2.0,100.0,10.8,3.0,1.0,2.0,50.0,62.0,28.0,32.0,42.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,23.6,33.6,99.0,100.0,1.7,7.7,65.0,7.7,0.7,88.8,86.0,89.0,5831467.0
520,5.1,5.61,1117.0,95.0,85.0,13.0,0.0,1.0,70.6,3.8,19.2,6.25,5.534,27.67,2677.0,5506.0,2.0,1.0,1.0,2.0,1.0,81.5,26.5,0.0,77.9,5.9,3.0,1.0,2.0,48.0,46.0,32.0,24.0,54.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,53.0,37.8,32.8,32.0,1.9,5.6,30.0,5.0,0.3,20.0,24.0,14.0,106000.0
521,8.5,7.29,1702.0,95.0,85.0,13.0,0.0,2.0,65.3,17.09,23.7,5.83,5.114,34.09,2639.0,5127.0,2.0,2.0,1.0,2.0,1.0,88.0,27.0,0.0,77.9,6.0,3.0,1.0,2.0,48.0,46.0,36.0,24.0,60.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,54.7,40.5,32.73,32.0,1.9,5.8,32.0,5.0,0.4,13.5,25.0,11.0,318474.0
522,14.4,9.07,1452.0,95.0,85.0,13.0,0.0,2.0,65.3,16.75,27.0,5.76,4.995,23.31,2657.0,4769.0,2.0,3.0,1.0,2.0,2.0,81.5,27.0,0.0,77.9,6.0,2.0,1.0,2.0,50.0,53.7,46.3,35.2,63.6,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,56.3,40.5,35.56,12.4,1.8,5.5,36.0,5.0,0.4,16.0,24.0,14.0,763466.0
523,14.4,12.08,1452.0,95.0,85.0,13.0,0.0,2.0,72.5,18.4,26.6,5.108,4.995,23.31,2595.0,3759.0,3.0,3.0,1.0,2.0,1.0,82.0,43.3,1.0,77.9,6.0,3.0,1.0,2.0,62.0,54.0,32.0,36.0,60.9,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,58.0,40.5,35.56,12.4,1.9,5.4,36.0,5.0,0.4,16.0,32.0,15.0,861234.0
524,14.4,13.28,1452.0,95.0,85.0,13.0,0.0,0.0,70.5,23.1,37.0,6.53,4.995,23.31,2536.0,3247.0,3.0,3.0,1.0,2.0,1.0,86.0,43.3,0.0,77.9,6.0,3.0,1.0,2.0,64.0,68.0,44.0,24.0,54.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,59.7,40.5,35.56,12.4,1.8,5.2,37.0,5.0,0.4,16.0,29.0,14.0,1032667.0
525,52.2,22.99,53968.0,97.0,97.0,21.0,2.0,2.0,99.7,98.3,41.0,1.19,1.221,3.93,3413.0,3039.0,2.0,1.0,1.0,2.0,2.0,78.0,47.2,2.0,92.9,7.6,3.0,2.0,2.0,62.0,28.0,18.0,14.0,48.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,69.0,36.9,100.0,96.7,2.3,5.1,38.0,6.4,0.5,39.3,52.0,45.0,6229000.0
526,59.8,33.54,90768.0,98.0,98.0,98.0,2.0,2.0,100.0,100.0,44.0,1.31,1.187,3.82,3351.0,2923.0,2.0,0.0,1.0,2.0,3.0,100.0,68.0,2.0,92.9,7.6,3.0,2.0,2.0,74.0,52.0,38.0,30.0,74.5,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,69.2,36.5,99.9,96.7,2.3,4.9,35.0,6.6,0.6,47.5,52.0,45.0,7219000.0
527,64.4,43.17,119159.0,98.0,98.0,98.0,2.0,2.0,100.0,100.0,47.1,1.22,0.438,3.8,3361.0,2842.0,2.0,1.0,1.0,2.0,3.0,96.1,68.0,2.0,92.9,7.7,1.0,0.0,0.0,66.7,62.7,49.0,27.5,60.9,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,69.4,36.4,100.0,96.7,2.3,4.6,37.0,6.6,0.7,52.9,59.0,50.0,8208000.0
528,67.7,69.84,113876.0,98.0,98.0,98.0,2.0,2.0,100.0,100.0,58.2,1.144,0.438,3.8,3376.0,2825.0,4.0,1.0,1.0,2.0,2.0,96.0,73.5,2.0,92.9,7.7,1.0,0.0,2.0,68.0,44.0,36.0,22.0,60.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,69.6,36.4,100.0,96.7,2.3,4.6,36.0,6.6,0.7,56.8,53.0,54.0,9189000.0
529,74.6,148.58,99602.0,98.0,98.0,98.0,2.0,2.0,100.0,100.0,53.4,1.121,0.438,3.8,3395.0,2835.0,4.0,1.0,1.0,2.0,2.0,78.0,73.5,2.0,93.8,7.7,1.0,0.0,2.0,62.0,28.0,18.0,14.0,48.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,69.8,36.4,100.0,99.7,2.2,6.3,36.0,6.6,0.8,66.7,68.0,60.0,10108819.0
530,65.0,23.82,120587.0,100.0,75.0,0.0,2.0,2.0,99.2,96.3,53.3,1.524,0.554,1.37,5188.0,3749.0,4.0,1.0,1.0,2.0,2.0,92.0,47.5,0.0,99.0,10.9,3.0,0.0,2.0,54.0,38.0,24.0,18.0,62.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.4,40.3,100.0,20.2,2.2,7.1,39.0,5.6,0.5,69.2,76.0,76.0,278522.0
531,70.9,29.72,178955.0,100.0,75.0,10.0,2.0,2.0,100.0,97.82,53.3,1.524,2.411,1.47,5184.0,3887.0,4.0,1.0,1.0,2.0,2.0,92.0,73.0,0.0,99.0,11.0,3.0,0.0,2.0,54.0,38.0,24.0,18.0,62.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.4,40.3,100.0,21.7,2.2,7.1,35.0,5.1,0.6,73.3,57.2,53.3,255579.0
532,77.5,40.08,170592.0,100.0,75.0,75.0,2.0,2.0,100.0,97.82,53.3,2.285,0.612,1.52,5188.0,2784.0,4.0,1.0,1.0,2.0,2.0,92.0,73.0,0.0,99.0,11.0,3.0,0.0,2.0,54.0,38.0,24.0,18.0,62.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.4,40.3,100.0,19.2,2.2,7.0,41.0,5.6,0.6,77.3,76.0,76.0,326776.0
533,77.5,45.41,170592.0,100.0,100.0,75.0,2.0,2.0,100.0,99.0,53.3,3.646,0.612,1.52,5177.0,2907.0,4.0,1.0,1.0,2.0,2.0,92.0,57.9,0.0,99.0,11.0,3.0,3.0,2.0,62.0,54.0,36.0,28.0,62.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.4,40.3,100.0,82.8,2.1,7.2,41.0,5.6,0.6,77.3,76.0,76.0,342200.0
534,77.5,56.39,170592.0,100.0,100.0,75.0,2.0,2.0,100.0,98.3,57.1,2.855,0.612,1.52,5151.0,3194.0,4.0,1.0,1.0,2.0,2.0,94.0,57.9,0.0,99.0,11.0,3.0,0.0,2.0,54.0,38.0,24.0,18.0,62.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,1.4,40.3,100.0,82.8,2.1,7.2,40.0,5.6,0.7,77.3,76.0,76.0,344735.0
535,30.7,6.82,28661.0,99.0,94.0,0.0,2.0,1.0,100.0,100.0,33.7,1.41,1.931,1.27,3458.0,2537.0,4.0,2.0,1.0,2.0,2.0,82.0,44.5,1.0,81.1,7.0,3.0,3.0,2.0,39.6,40.0,20.8,18.9,38.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,11.3,32.8,100.0,60.3,2.3,6.7,38.0,5.2,0.5,46.5,45.0,43.0,573977.0
536,37.5,6.85,37812.0,99.0,99.0,73.0,2.0,1.0,100.0,100.0,35.8,1.37,1.192,1.47,3431.0,2492.0,4.0,2.0,1.0,2.0,2.0,82.0,47.0,1.0,81.1,7.1,3.0,3.0,2.0,39.6,40.0,20.8,18.9,38.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,11.4,32.8,100.0,70.7,2.1,6.4,41.0,5.2,0.6,49.6,55.0,43.0,640267.0
537,44.5,8.24,37051.0,99.0,99.0,87.0,2.0,1.0,100.0,100.0,37.4,1.238,1.127,1.48,3431.0,2463.0,2.0,2.0,1.0,2.0,2.0,86.8,47.0,1.0,81.1,7.1,3.0,3.0,2.0,39.6,47.2,20.8,18.9,40.5,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,11.6,32.8,99.8,43.1,2.0,6.3,42.0,5.1,0.6,55.5,45.0,43.0,801785.0
538,46.0,9.55,44319.0,99.0,99.0,96.0,2.0,1.0,100.0,100.0,44.6,1.208,1.127,1.48,3483.0,2467.0,4.0,2.0,1.0,2.0,2.0,94.0,58.1,1.0,81.1,7.2,3.0,3.0,2.0,50.0,50.0,42.0,26.0,51.1,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,11.7,32.8,99.8,97.4,2.1,6.4,43.0,5.1,0.6,64.2,60.0,54.0,1014395.0
539,51.5,9.15,58103.0,99.0,99.0,96.0,1.0,2.0,100.0,100.0,35.5,1.305,1.127,1.48,3514.0,2373.0,4.0,2.0,1.0,2.0,1.0,82.0,58.1,1.0,81.1,7.2,3.0,3.0,2.0,42.0,40.0,28.0,22.0,38.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,11.8,32.8,99.8,97.4,2.1,6.7,43.0,5.0,0.7,66.7,47.0,42.0,1193359.0
540,69.5,14.84,57652.0,98.51,95.03,0.0,0.0,2.0,100.0,100.0,39.3,1.23,0.734,0.89,3495.0,4502.0,2.0,2.0,2.0,2.0,3.0,70.0,56.5,0.0,95.6,8.0,2.0,4.0,0.0,46.0,38.0,16.0,9.8,52.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,79.8,41.9,100.0,86.0,2.7,5.1,42.0,6.0,0.5,53.7,73.0,61.0,9504594.0
541,76.3,15.47,66061.0,99.67,96.04,82.5,2.0,2.0,100.0,100.0,41.9,0.57,1.599,0.92,3489.0,4281.0,2.0,2.0,2.0,2.0,3.0,86.0,62.0,0.0,96.2,7.6,2.0,4.0,2.0,48.0,68.0,30.0,32.0,69.3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,81.1,41.4,100.0,86.0,2.8,5.0,41.0,6.2,0.6,58.3,79.0,61.0,10499692.0
542,80.7,17.39,84111.0,99.84,97.38,86.52,2.0,2.0,100.0,100.0,45.3,0.5,1.358,0.84,3475.0,4323.0,2.0,2.0,2.0,2.0,3.0,94.1,62.0,0.0,96.2,7.7,2.0,3.0,2.0,52.9,66.7,29.4,9.8,64.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,82.3,41.9,100.0,86.0,2.9,4.9,40.0,6.1,0.7,64.7,73.0,66.0,11924905.0
543,83.8,22.09,94995.0,99.69,98.32,93.17,2.0,2.0,100.0,100.0,40.7,0.492,1.358,0.84,3412.0,4161.0,4.0,3.0,2.0,2.0,3.0,98.0,71.8,0.0,96.2,7.7,3.0,3.0,2.0,46.0,50.0,16.0,12.0,66.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,83.4,41.9,100.0,86.0,3.0,4.4,41.0,6.0,0.7,71.0,83.0,72.0,13407226.0
544,88.3,26.8,121624.0,99.7,98.56,96.71,2.0,2.0,100.0,100.0,44.8,0.459,1.358,0.84,3399.0,4023.0,4.0,3.0,2.0,2.0,3.0,70.0,71.8,0.0,96.2,7.7,3.0,3.0,2.0,74.0,38.0,28.0,34.0,52.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,84.3,41.9,100.0,86.0,3.0,4.1,39.0,6.0,0.8,74.0,75.0,71.0,14231978.0
545,94.3,26.96,189173.0,100.0,100.0,95.29,2.0,0.0,100.0,100.0,71.7,0.74,0.755,1.14,5067.0,7347.0,2.0,0.0,2.0,2.0,3.0,88.2,73.4,2.0,93.8,10.6,3.0,2.0,2.0,37.5,50.0,39.2,27.5,48.9,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,9.4,32.5,100.0,60.3,2.3,2.7,70.0,7.2,0.7,90.5,87.0,89.0,1234447.0
546,94.3,25.53,247510.0,100.0,100.0,99.6,2.0,0.0,100.0,100.0,74.5,0.74,0.797,0.56,5070.0,7368.0,2.0,0.0,2.0,2.0,1.0,94.0,87.0,2.0,93.8,10.8,3.0,0.0,2.0,56.0,60.0,48.0,36.0,66.7,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,9.5,32.5,100.0,100.0,1.9,2.7,66.0,4.5,0.8,90.6,90.0,89.0,1297585.0
547,96.9,30.51,300380.0,100.0,100.0,99.64,2.0,0.0,100.0,100.0,66.7,0.74,0.823,0.57,5079.0,7472.0,2.0,0.0,2.0,2.0,3.0,88.2,87.0,2.0,93.8,10.9,3.0,2.0,2.0,54.9,64.7,39.2,27.5,48.9,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,9.6,32.5,100.0,89.2,1.8,2.7,71.0,7.2,0.8,94.8,94.0,95.0,2761830.0
548,98.4,63.77,357642.0,100.0,100.0,99.73,2.0,0.0,100.0,100.0,79.4,0.74,0.823,0.57,5180.0,7172.0,4.0,0.0,2.0,2.0,3.0,96.0,83.8,2.0,93.8,11.0,3.0,2.0,2.0,68.0,50.0,46.0,32.0,52.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,9.8,32.5,100.0,89.2,1.8,2.8,70.0,7.4,0.8,98.5,93.0,94.0,3024565.0
549,99.1,100.58,403399.0,100.0,100.0,99.82,2.0,0.0,100.0,100.0,83.7,0.391,0.823,0.57,5233.0,7134.0,4.0,1.0,2.0,2.0,3.0,94.6,83.8,2.0,93.2,11.0,3.0,2.0,2.0,37.5,55.4,42.9,48.2,62.5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,9.5,32.5,100.0,100.0,1.8,2.8,71.0,7.6,0.9,99.1,87.0,91.0,3045957.0
550,7.2,5.81,5243.0,91.0,60.0,10.0,2.0,0.0,55.4,7.1,17.2,15.33,15.615,433.73,3655.0,5884.0,2.0,2.0,2.0,2.0,2.0,76.0,29.7,0.0,70.2,5.7,1.0,3.0,0.0,38.0,44.0,28.0,20.0,52.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,39.6,42.8,26.7,30.4,2.1,5.2,25.0,5.4,0.3,17.8,32.0,27.0,80724.0
551,8.9,6.94,5763.0,93.0,64.0,15.0,2.0,2.0,23.3,18.63,21.9,16.2,15.545,8.88,3576.0,5684.0,2.0,2.0,2.0,2.0,2.0,78.0,43.0,0.0,70.2,5.7,3.0,3.0,0.0,50.0,60.0,36.0,28.0,76.6,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,41.2,42.8,31.82,30.4,2.2,5.3,25.0,5.4,0.4,21.9,35.0,27.0,92115.0
552,10.8,8.36,7775.0,93.0,65.0,17.0,2.0,1.0,23.3,18.63,13.3,8.075,13.472,8.98,3581.0,5710.0,2.0,3.0,2.0,2.0,3.0,76.0,43.0,0.0,70.2,5.8,3.0,3.0,0.0,56.0,52.0,42.0,20.0,64.3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,42.7,42.8,42.65,12.4,2.2,5.1,26.0,5.4,0.4,23.7,36.0,24.0,92115.0
553,10.8,14.18,7775.0,98.0,69.63,57.0,2.0,1.0,63.1,10.8,23.6,7.751,13.472,8.98,3867.0,5526.0,4.0,3.0,2.0,2.0,2.0,92.0,38.8,0.0,76.5,6.1,3.0,3.0,2.0,44.0,44.0,38.0,28.0,52.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,44.3,42.8,42.65,12.4,2.2,5.2,26.0,5.4,0.4,23.7,32.0,27.0,92115.0
554,10.8,13.69,7775.0,98.0,69.63,57.0,2.0,1.0,66.0,16.9,31.2,6.385,13.472,8.98,3778.0,5497.0,4.0,3.0,2.0,2.0,2.0,94.0,38.8,0.0,76.5,6.1,3.0,3.0,2.0,38.0,48.0,28.0,20.0,64.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,45.5,42.8,42.65,12.4,2.2,5.0,28.0,5.4,0.4,23.7,46.0,40.0,92115.0
555,50.2,32.24,72395.0,99.9,35.0,0.0,2.0,2.0,100.0,100.0,30.5,4.169,1.221,1.22,3486.0,2150.0,2.0,3.0,2.0,2.0,2.0,88.7,54.6,2.0,99.8,11.3,3.0,1.0,2.0,37.7,49.1,45.3,28.0,48.1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,42.5,25.0,100.0,72.0,3.3,5.7,27.0,4.1,0.5,48.9,65.0,60.0,4978813.0
556,54.6,35.48,79417.0,99.9,90.0,1.44,2.0,2.0,100.0,100.0,29.9,4.169,0.991,1.19,3579.0,2104.0,2.0,3.0,2.0,2.0,2.0,94.0,60.0,2.0,99.8,11.3,3.0,1.0,2.0,24.0,64.0,48.0,28.0,57.1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,42.4,26.0,100.0,72.0,3.2,5.7,29.0,4.2,0.6,53.0,69.0,60.0,5125499.0
557,60.3,39.37,73625.0,99.9,90.0,3.0,2.0,2.0,100.0,100.0,41.3,1.355,0.948,1.52,3714.0,2083.0,2.0,3.0,2.0,2.0,3.0,88.7,60.0,2.0,99.8,11.3,3.0,1.0,2.0,37.7,49.1,45.3,39.6,48.1,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,42.2,26.1,100.0,94.1,3.1,5.7,30.0,4.4,0.6,58.9,65.0,61.0,5239743.0
558,61.9,47.69,73625.0,99.9,90.0,3.0,2.0,2.0,100.0,100.0,23.9,1.276,0.948,1.52,3817.0,2073.0,4.0,3.0,2.0,2.0,3.0,88.7,72.5,2.0,99.8,11.3,3.0,1.0,2.0,37.7,49.1,45.3,39.6,48.1,2.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,42.0,26.1,100.0,95.3,2.9,5.7,32.0,4.6,0.6,62.6,70.0,66.0,5405125.0
559,61.9,53.75,73625.0,99.9,89.1,78.1,2.0,1.0,100.0,100.0,34.4,0.779,0.948,1.52,3758.0,2053.0,4.0,3.0,2.0,2.0,2.0,92.0,72.5,2.0,99.8,11.3,3.0,1.0,2.0,48.0,34.0,22.0,28.0,36.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,41.8,26.1,100.0,95.3,2.9,5.9,30.0,4.8,0.7,62.6,72.0,62.0,6784185.0
560,91.3,36.58,363087.0,99.6,99.6,97.8,2.0,2.0,100.0,100.0,83.8,0.451,0.414,0.41,2830.0,2238.0,2.0,1.0,2.0,2.0,3.0,70.6,83.7,2.0,100.0,12.8,3.0,2.0,2.0,56.0,44.0,18.0,20.0,64.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,65.8,34.8,100.0,100.0,1.8,8.3,81.0,7.7,0.9,92.0,90.0,92.0,24686486.0
561,93.5,43.12,391505.0,99.6,99.6,98.5,2.0,2.0,100.0,100.0,80.9,0.451,0.452,0.23,2803.0,2243.0,2.0,1.0,2.0,2.0,3.0,72.0,95.1,2.0,100.0,12.9,3.0,2.0,2.0,56.0,44.0,24.0,20.0,64.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,66.7,34.8,100.0,100.0,1.8,8.4,81.0,7.8,0.9,94.8,90.0,92.0,25445619.0
562,89.6,51.01,437535.0,99.8,99.6,99.3,2.0,2.0,100.0,100.0,80.0,0.451,0.448,1.01,2773.0,2164.0,2.0,1.0,2.0,2.0,3.0,79.2,95.1,2.0,100.0,12.9,3.0,2.0,2.0,60.4,49.1,28.3,22.6,72.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,67.1,34.8,100.0,100.0,1.9,8.5,82.0,7.8,0.9,90.4,85.0,92.0,26043431.0
563,90.2,58.42,437535.0,99.9,99.7,99.7,2.0,2.0,100.0,100.0,87.2,0.451,0.448,1.01,2778.0,2110.0,4.0,1.0,2.0,2.0,3.0,86.0,94.4,2.0,100.0,13.0,3.0,2.0,2.0,62.0,50.0,18.0,20.0,70.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,67.5,34.8,100.0,100.0,1.8,8.5,80.0,7.8,0.9,90.7,90.0,89.0,26586110.0
