,1.1.4) Gender gap in internet access,1.2.2) Average fixed broadband download speed,1.2.7) Bandwidth capacity,1.3.1) Network coverage (min. 2G),1.3.2) Network coverage (min. 3G),1.3.3) Network coverage (min. 4G),1.3.5) Government initiatives to make Wi-Fi available,1.3.6) Private sector initiatives to make Wi-Fi available,1.4.1) Urban electricity access,1.4.2) Rural electricity access,2.1.1) Smartphone cost (handset),2.1.2) Mobile phone cost (prepaid tariff),2.1.3) Mobile phone cost (postpaid tariff),2.1.4) Fixed-line monthly broadband cost,2.2.2) Wireless operators' market share,2.2.3) Broadband operators' market share,3.1.1) Availability of local news in local languages,3.1.2) Concentration of websites using country-level domains,3.1.3) Availability of e-Government services in the local language,3.2.1) e-Finance content,3.2.3) e-Health content,3.2.5) e-Entertainment usage,3.2.6) e-Commerce content,3.2.8) Open data policies,4.1.1) Level of literacy,4.1.2) Educational attainment,4.1.3) Support for digital literacy,4.1.4) Level of web accessibility,4.2.1) Privacy regulations,4.2.2) Trust in online privacy,4.2.3) Trust in Government websites and apps,4.2.4) Trust in Non-government websites and apps,4.2.5) Trust in information from social media,4.2.6) e-Commerce safety,4.3.1.1) Comprehensive female e-inclusion plan,4.3.1.2) Female digital skills training plan,4.3.1.3) Female STEM education plan,4.3.2) Government e-inclusion strategy,4.3.3) National broadband strategy,4.3.4) Funding for broadband buildout,4.3.5) Technology-neutrality policy for spectrum use,4.3.6) National digital identification system,BG2) Population,BG5) GINI coefficient,BG7) Total electricity access,BG9) Percentage of schools with Internet access,BG10) Global Peace Index,BG11) Democracy Index,BG12) Corruption Perceptions Index,BG13) EIU Business Environment Rankings,BG14) UN E-Government Development Index,BG17) Internet access gender gap,BG18) Mobile phone access gender gap,BG19) Internet users (percent of population),BG20) Male internet users,BG21) Female internet users,BG24) Total fixed line broadband subscribers
1,22.0,7.85,31440.0,98.0,83.36,3.62,2.0,0.0,100.0,96.87,38.4,5.501,2.007,4.01,3357.0,9763.0,1.0,0.0,1.0,1.0,1.0,76.0,38.0,1.0,80.2,7.9,1.0,0.0,0.0,56.0,50.0,38.0,38.0,54.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,41.3,27.6,100.0,53.0,2.2,3.6,34.0,4.0,0.3,13.0,7.0,42.9,1.4285714285714286,1.1138014527845037,69238.91041162229
2,11.7,3.77,25307.0,98.0,90.0,30.49,2.0,0.0,100.0,96.87,37.4,2.038,2.207,4.41,3391.0,9782.0,2.0,1.0,1.0,1.0,1.0,75.9,38.0,1.0,80.2,8.0,1.0,0.0,2.0,39.7,50.0,36.2,36.2,58.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,42.1,27.6,100.0,53.0,2.2,3.6,33.0,4.1,0.4,7.0,8.0,47.7,1.4251781472684084,1.2589073634204275,76253.3729216152
3,21.7,3.87,20944.0,98.04,97.45,52.84,1.0,0.0,100.0,100.0,34.3,1.981,2.207,4.41,3376.0,9724.0,4.0,1.0,1.0,1.0,2.0,94.0,38.2,1.0,81.4,8.0,1.0,0.0,2.0,46.0,34.0,30.0,38.0,37.5,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,42.9,27.6,100.0,53.0,2.3,3.5,35.0,4.2,0.4,13.0,6.0,49.0,1.3986013986013985,1.0955710955710956,71492.35431235432
4,10.9,3.84,20944.0,98.04,97.72,53.63,1.0,0.0,100.0,96.7,32.9,2.379,2.207,4.41,3429.0,9782.0,4.0,1.0,1.0,1.0,2.0,84.0,38.2,1.0,81.4,8.0,1.0,0.0,2.0,58.0,44.0,30.0,36.0,38.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,43.7,27.6,100.0,53.0,2.3,4.0,35.0,4.3,0.5,7.0,7.0,49.0,1.4645308924485125,1.3043478260869565,81984.87414187643
6,39.9,10.95,8476.0,90.0,62.0,8.0,2.0,0.0,69.0,5.55,33.8,6.67,6.807,9.52,6191.0,3698.0,2.0,0.0,1.0,2.0,2.0,84.2,29.0,0.0,71.2,5.1,2.0,2.0,2.0,45.8,50.2,35.4,25.1,63.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,29.8,42.7,41.96,16.7,2.1,3.4,18.0,5.0,0.3,9.9,10.8,13.0,0.9429530201342282,0.610738255033557,2843.0872483221474
7,38.9,12.4,11693.0,90.0,85.0,8.0,2.0,0.0,69.0,5.55,44.2,4.699,7.861,14.26,6447.0,2788.0,2.0,1.0,1.0,2.0,2.0,82.0,29.0,0.0,71.2,5.0,2.0,2.0,2.0,54.0,66.0,40.0,30.0,56.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,30.8,51.3,43.26,16.7,2.0,3.6,19.0,3.3,0.3,10.4,9.9,14.3,0.9837662337662337,0.6461038961038961,3146.720779220779
8,27.8,13.55,11693.0,90.0,85.0,8.0,2.0,0.0,64.5,6.4,30.5,2.172,7.861,14.26,7218.0,2952.0,2.0,1.0,1.0,2.0,2.0,82.0,30.4,0.0,71.2,5.1,2.0,2.0,2.0,54.0,66.0,40.0,30.0,56.5,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,31.8,51.3,43.26,16.7,2.1,3.6,19.0,3.0,0.3,8.9,7.6,14.3,1.0943396226415094,0.8144654088050314,3445.314465408805
9,30.6,14.46,11693.0,90.0,72.0,18.0,2.0,0.0,61.0,6.2,31.6,1.568,7.861,14.26,7285.0,3035.0,2.0,0.0,0.0,2.0,0.0,66.0,30.4,0.0,71.2,5.1,1.0,2.0,2.0,44.0,50.0,34.0,28.0,52.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,32.9,51.3,43.26,16.7,2.1,3.7,26.0,2.9,0.4,10.5,10.1,14.3,1.1337386018237081,0.817629179331307,3618.4498480243165
11,-4.5,11.84,39714.0,98.0,95.0,85.0,2.0,2.0,100.0,85.09,59.2,0.78,0.998,3.33,3274.0,3092.0,2.0,2.0,2.0,2.0,3.0,78.0,45.0,2.0,99.1,10.5,3.0,2.0,2.0,40.0,52.0,48.0,30.0,48.8,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,43.9,41.2,100.0,36.0,1.9,7.0,36.0,5.2,0.7,-3.0,-1.0,71.0,1.5034168564920274,1.571753986332574,164535.94533029612
12,-4.5,18.48,42275.0,98.0,95.0,85.0,2.0,2.0,100.0,85.46,52.8,1.118,0.828,3.59,3306.0,3493.0,2.0,2.0,2.0,2.0,3.0,86.0,45.0,2.0,99.1,10.6,3.0,2.0,2.0,42.0,44.0,42.0,34.0,58.7,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,44.4,41.4,100.0,55.5,1.9,7.0,39.0,5.1,0.7,-3.0,-2.0,74.3,1.5090090090090091,1.5765765765765767,176639.14414414414
13,-5.7,27.28,42275.0,98.0,95.0,90.76,2.0,2.0,100.0,85.3,50.1,0.663,0.828,3.59,3323.0,3254.0,4.0,2.0,2.0,2.0,2.0,94.0,50.0,2.0,99.0,10.6,3.0,2.0,2.0,60.0,38.0,46.0,30.0,62.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,44.8,41.4,100.0,55.5,2.0,7.0,40.0,5.1,0.7,-4.0,-3.0,74.3,1.5625,1.6517857142857144,189144.08482142858
14,-2.6,38.99,42275.0,98.0,95.0,91.18,2.0,2.0,100.0,84.9,54.3,0.482,0.828,3.59,3410.0,3286.0,4.0,3.0,2.0,2.0,2.0,92.0,50.0,2.0,99.0,10.6,3.0,2.0,2.0,68.0,34.0,40.0,44.0,78.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,45.2,41.4,100.0,54.9,2.0,7.0,45.0,5.0,0.8,-2.0,-2.0,74.3,1.7035398230088494,1.747787610619469,194539.40265486724
16,4.3,22.5,38101.0,99.3,99.3,98.0,2.0,2.0,100.0,100.0,95.1,0.505,0.247,1.24,3846.0,2962.0,2.0,2.0,2.0,2.0,3.0,66.0,92.0,2.0,100.0,12.6,3.0,2.0,2.0,58.0,52.0,22.0,10.0,60.5,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,24.6,34.4,100.0,100.0,1.4,9.0,79.0,8.2,0.9,4.0,1.0,86.5,3.7398373983739837,3.5772357723577235,299756.0975609756
17,3.2,28.53,67209.0,99.4,99.4,99.0,2.0,2.0,100.0,100.0,93.1,0.505,0.267,1.25,3779.0,3089.0,2.0,2.0,2.0,2.0,3.0,80.0,92.0,2.0,100.0,12.7,3.0,2.0,2.0,56.0,36.0,26.0,16.0,68.8,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,24.9,34.4,100.0,100.0,1.4,9.1,77.0,8.1,0.9,3.0,1.0,86.5,3.734939759036145,3.6144578313253013,318192.7710843374
18,4.3,37.83,67209.0,99.4,99.4,99.2,2.0,2.0,100.0,100.0,100.0,0.505,0.267,1.25,3754.0,3134.0,4.0,3.0,2.0,2.0,3.0,96.0,91.8,2.0,100.0,12.7,3.0,2.0,2.0,52.0,54.0,30.0,12.0,58.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,25.2,34.4,100.0,100.0,1.4,9.1,77.0,8.1,0.9,4.0,2.0,86.5,3.6904761904761907,3.5317460317460316,334417.3015873016
19,2.1,46.55,67209.0,99.5,99.5,99.4,2.0,2.0,100.0,100.0,100.0,0.543,0.267,1.25,3811.0,2944.0,4.0,3.0,2.0,2.0,3.0,88.0,91.8,2.0,100.0,12.7,3.0,2.0,2.0,48.0,68.0,44.0,30.0,74.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,25.5,34.4,100.0,100.0,1.4,9.1,77.0,8.0,0.9,2.0,2.0,86.5,3.6862745098039214,3.607843137254902,341393.0588235294
21,7.3,29.3,53552.0,99.0,98.0,98.0,2.0,2.0,100.0,100.0,56.0,0.16,0.144,0.61,3538.0,3991.0,2.0,2.0,2.0,2.0,3.0,86.0,91.0,2.0,100.0,12.6,3.0,2.0,2.0,42.0,60.0,36.0,20.0,57.5,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,8.6,29.7,100.0,100.0,1.3,8.4,75.0,7.8,0.8,7.0,6.0,84.3,11.162790697674419,10.348837209302326,293406.9767441861
22,-1.1,34.73,52219.0,99.0,98.0,98.0,2.0,2.0,100.0,100.0,85.6,0.16,0.15,0.84,3527.0,3904.0,2.0,3.0,2.0,2.0,3.0,90.0,91.0,2.0,100.0,12.6,3.0,2.0,2.0,56.0,32.0,22.0,18.0,42.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,8.6,29.7,100.0,100.0,1.3,8.4,75.0,7.8,0.8,-1.0,-1.0,87.9,10.58139534883721,10.697674418604652,292000.0
23,10.3,40.33,52219.0,99.0,98.0,98.0,2.0,2.0,100.0,100.0,75.2,0.16,0.15,0.84,3519.0,3851.0,4.0,3.0,2.0,2.0,3.0,92.0,89.7,2.0,100.0,12.6,3.0,2.0,2.0,58.0,50.0,26.0,26.0,56.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,8.6,29.7,100.0,100.0,1.3,8.3,76.0,7.7,0.8,10.0,0.0,87.5,11.279069767441861,10.116279069767442,293151.1627906977
24,2.2,59.44,52219.0,99.0,98.0,98.0,2.0,2.0,100.0,100.0,75.0,0.197,0.15,0.84,3503.0,3707.0,4.0,2.0,2.0,2.0,3.0,78.0,89.7,2.0,100.0,12.6,3.0,3.0,2.0,52.0,28.0,22.0,24.0,54.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,8.7,29.7,100.0,100.0,1.3,8.3,77.0,7.7,0.9,2.0,-1.0,87.8,10.459770114942529,10.229885057471265,288850.5747126437
28,15.0,16.74,52143.0,100.0,97.1,49.0,2.0,2.0,100.0,100.0,25.4,1.413,0.682,1.7,3521.0,2675.0,4.0,3.0,1.0,1.0,3.0,94.3,61.8,1.0,99.8,10.5,1.0,1.0,2.0,57.5,50.9,35.1,29.7,55.2,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,10.0,26.6,100.0,60.6,2.5,2.7,25.0,4.7,0.7,12.0,11.0,79.8,8.0,6.8,189091.3
29,12.2,22.25,52143.0,100.0,97.6,93.0,2.0,2.0,100.0,100.0,52.8,0.979,0.682,1.7,3562.0,2719.0,4.0,3.0,1.0,2.0,3.0,85.9,61.8,2.0,99.8,10.5,2.0,0.0,2.0,52.4,49.5,31.2,31.7,54.7,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,10.1,26.6,100.0,62.6,2.3,2.8,30.0,4.8,0.7,10.0,6.0,79.8,8.118811881188119,7.128712871287129,192377.52475247526
33,-4.4,42.22,130218.0,100.0,100.0,100.0,2.0,0.0,100.0,100.0,51.3,0.403,1.507,1.51,3334.0,6568.0,4.0,2.0,2.0,2.0,3.0,94.0,60.6,2.0,97.5,9.4,3.0,3.0,2.0,50.0,56.0,50.0,40.0,46.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.5,34.4,100.0,100.0,2.3,2.7,36.0,6.6,0.8,-4.0,-0.4,98.6,60.666666666666664,63.333333333333336,123068.66666666667
34,-1.1,33.74,396205.0,100.0,100.0,100.0,2.0,0.0,100.0,100.0,73.3,1.1,1.507,1.51,3334.0,6250.0,4.0,2.0,2.0,2.0,3.0,86.0,60.6,2.0,97.5,9.4,3.0,3.0,2.0,50.0,50.0,34.0,40.0,52.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.5,34.4,100.0,100.0,2.2,2.6,42.0,6.4,0.8,-1.0,0.0,99.7,63.333333333333336,64.0,136687.33333333334
36,63.2,16.93,12242.0,99.47,91.4,65.0,2.0,2.0,90.4,66.7,33.1,2.24,4.552,3.85,3430.0,4026.0,2.0,2.0,1.0,1.0,2.0,94.0,35.0,2.0,72.8,5.9,3.0,1.0,0.0,64.0,60.0,58.0,46.0,76.3,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,159.7,32.4,88.0,21.7,2.0,5.7,26.0,3.5,0.4,12.0,23.0,18.0,0.1189730745147151,0.043832185347526614,41279.87476518472
37,51.9,19.03,12242.0,99.47,92.79,67.0,2.0,2.0,93.24,72.6,33.2,2.349,2.248,3.39,3434.0,4057.0,2.0,2.0,1.0,1.0,2.0,82.0,35.0,2.0,72.9,6.1,3.0,0.0,0.0,56.0,62.0,44.0,34.0,67.4,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,161.4,32.4,85.16,82.3,2.1,5.4,28.0,4.7,0.5,14.0,24.0,18.0,0.16728624535315983,0.080545229244114,45232.34200743494
38,55.6,22.35,12242.0,99.6,95.23,79.0,2.0,2.0,96.1,78.5,51.1,1.536,2.248,3.39,3511.0,4646.0,4.0,1.0,1.0,1.0,1.0,92.0,39.0,2.0,73.9,6.1,3.0,1.0,2.0,66.0,56.0,40.0,36.0,55.1,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,163.0,32.4,85.16,82.3,2.2,5.6,26.0,4.4,0.5,20.0,17.0,18.0,0.22085889570552147,0.09815950920245399,49404.22699386503
39,55.6,27.03,73694.0,99.6,95.4,82.0,2.0,0.0,93.2,76.8,39.4,1.761,2.248,3.39,3470.0,5568.0,4.0,1.0,2.0,1.0,1.0,88.0,39.0,2.0,74.7,6.1,3.0,0.0,2.0,42.0,44.0,32.0,28.0,40.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,164.7,32.4,85.16,37.6,2.1,5.9,26.0,4.5,0.5,20.0,18.0,12.9,0.21857923497267762,0.09714632665452339,49092.2890103218
41,3.4,50.67,131319.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,87.7,0.506,0.611,0.84,3359.0,3687.0,2.0,2.0,2.0,2.0,3.0,96.0,88.0,2.0,100.0,11.8,3.0,3.0,2.0,28.0,54.0,36.0,34.0,68.2,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,11.4,27.4,100.0,100.0,1.5,7.8,77.0,7.7,0.8,3.0,3.0,86.5,7.807017543859649,7.5438596491228065,374588.50877192983
42,7.8,58.53,134827.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,80.5,0.506,0.474,0.87,3408.0,3711.0,2.0,3.0,2.0,2.0,3.0,76.0,88.0,2.0,100.0,11.8,3.0,3.0,2.0,50.0,38.0,28.0,24.0,47.9,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,11.5,27.4,100.0,100.0,1.6,7.8,75.0,7.6,0.8,7.0,2.0,87.7,7.826086956521739,7.217391304347826,380780.26086956525
43,2.1,69.16,134827.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,77.5,0.506,0.474,0.87,3385.0,3554.0,4.0,3.0,2.0,2.0,3.0,88.0,87.9,2.0,100.0,11.8,3.0,3.0,2.0,56.0,48.0,28.0,28.0,60.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,11.5,27.4,100.0,100.0,1.6,7.8,75.0,7.5,0.8,2.0,0.0,88.7,8.173913043478262,8.0,391560.8695652174
44,4.3,86.48,134827.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,100.0,0.456,0.474,0.87,3381.0,3517.0,4.0,3.0,2.0,2.0,3.0,78.0,87.9,2.0,100.0,11.8,3.0,3.0,2.0,64.0,38.0,16.0,12.0,48.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,11.6,27.4,100.0,100.0,1.5,7.6,75.0,7.5,0.8,4.0,2.0,90.4,8.10344827586207,7.758620689655173,395750.6034482759
47,53.8,5.83,32502.0,98.0,65.0,39.72,1.0,1.0,53.8,9.09,31.7,7.831,7.565,28.37,4971.0,7663.0,2.0,1.0,1.0,1.0,1.0,80.0,15.0,0.0,38.4,3.5,3.0,2.0,2.0,46.0,54.0,48.0,30.0,58.7,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,11.5,47.8,41.53,3.7,2.0,5.6,39.0,5.3,0.3,14.0,17.0,14.1,2.260869565217391,1.0434782608695652,2488.2608695652175
48,45.2,7.09,32502.0,98.0,80.0,40.0,1.0,1.0,62.8,9.1,16.8,5.906,7.565,28.37,5084.0,6789.0,3.0,1.0,1.0,1.0,1.0,80.0,21.0,0.0,38.4,3.8,3.0,2.0,2.0,46.0,54.0,48.0,30.0,58.7,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,11.8,47.8,41.53,3.7,2.0,5.7,40.0,5.3,0.3,14.0,10.0,14.1,2.6271186440677963,1.4406779661016949,2291.016949152542
49,63.2,10.28,32502.0,98.0,80.0,45.0,1.0,1.0,58.1,9.4,14.5,3.586,7.565,28.37,5148.0,7926.0,3.0,0.0,0.0,1.0,1.0,84.0,21.0,0.0,42.4,3.8,3.0,3.0,2.0,56.0,50.0,44.0,34.0,62.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,12.1,47.8,41.53,3.7,2.2,5.1,41.0,5.3,0.4,24.0,17.0,14.1,3.1404958677685952,1.15702479338843,2102.0661157024792
51,35.6,7.63,18819.0,98.0,84.0,64.0,2.0,0.0,69.0,31.61,50.7,2.19,11.259,4.86,4197.0,6824.0,2.0,2.0,0.0,1.0,3.0,80.0,43.0,0.0,88.2,9.3,3.0,1.0,0.0,20.0,50.0,36.0,22.0,65.9,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.2,53.3,62.6,86.3,1.6,7.9,60.0,4.9,0.5,16.0,2.0,39.4,20.454545454545453,13.18181818181818,26844.090909090908
52,37.5,8.71,23150.0,97.0,80.0,64.0,2.0,0.0,69.0,31.61,59.7,1.556,2.223,5.0,4113.0,8378.0,2.0,2.0,0.0,1.0,3.0,78.6,43.0,0.0,88.2,9.3,3.0,1.0,2.0,39.3,55.4,41.1,25.0,65.9,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.2,53.3,64.85,86.3,1.7,7.8,61.0,4.8,0.4,18.0,-5.0,41.4,21.818181818181817,13.636363636363635,14742.727272727272
53,32.3,10.19,23150.0,97.0,95.0,65.0,2.0,0.0,72.5,26.7,63.2,1.371,2.223,5.0,3949.0,5907.0,3.0,3.0,0.0,1.0,2.0,94.0,41.0,0.0,88.2,9.3,3.0,1.0,2.0,32.0,60.0,28.0,22.0,43.8,0.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.3,53.3,64.85,86.3,1.7,7.8,61.0,4.8,0.4,20.0,2.0,41.4,26.956521739130437,18.260869565217394,17410.434782608696
54,36.1,9.12,23150.0,97.0,96.0,68.0,2.0,1.0,71.4,28.9,66.4,1.066,2.223,5.0,3952.0,5054.0,3.0,0.0,0.0,1.0,2.0,86.0,41.0,0.0,88.2,9.3,3.0,3.0,2.0,34.0,66.0,30.0,14.0,60.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.3,53.3,64.85,86.3,1.7,7.8,61.0,4.8,0.5,22.0,-3.0,41.4,26.521739130434785,16.956521739130437,19570.0
56,1.6,17.79,27092.0,95.61,95.17,75.38,2.0,2.0,100.0,97.31,46.1,1.7,2.582,2.31,2471.0,2444.0,2.0,1.0,2.0,2.0,3.0,96.0,62.0,2.0,92.8,7.7,3.0,0.0,0.0,60.0,46.0,46.0,36.0,93.6,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,206.8,53.3,100.0,76.2,2.2,6.9,40.0,5.9,0.6,1.0,4.0,60.9,0.3094777562862669,0.304642166344294,129887.71276595743
57,-9.2,23.61,29238.0,95.83,95.52,83.05,2.0,2.0,99.96,98.14,43.5,0.734,4.754,2.37,2496.0,2300.0,2.0,3.0,2.0,2.0,3.0,96.0,62.0,2.0,93.1,7.8,3.0,0.0,2.0,38.0,42.0,36.0,44.0,73.5,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,208.5,53.9,100.0,76.2,2.2,6.9,37.0,5.9,0.7,-6.0,-1.0,67.5,0.3117505995203837,0.3405275779376499,138646.84412470023
58,-3.2,38.16,29238.0,95.83,95.52,83.05,2.0,2.0,100.0,98.6,36.2,1.29,4.754,2.37,2491.0,2208.0,4.0,2.0,2.0,2.0,2.0,96.0,56.9,2.0,93.2,7.8,3.0,0.0,2.0,58.0,52.0,32.0,44.0,70.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,210.1,53.9,100.0,69.0,2.4,7.0,35.0,6.0,0.7,-2.0,-3.0,70.4,0.29985721085197525,0.3093764873869586,148657.80104712042
59,-2.7,56.77,29238.0,91.22,91.13,88.75,2.0,2.0,99.7,99.6,63.4,0.859,4.754,2.37,2499.0,2213.0,4.0,2.0,2.0,2.0,2.0,94.3,56.9,2.0,93.2,7.8,3.0,0.0,2.0,56.6,37.7,26.4,28.3,58.5,2.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,211.8,53.9,100.0,83.2,2.4,6.9,35.0,6.0,0.8,-2.0,1.0,70.4,0.34938621340887627,0.3588290840415486,153746.23701605288
61,-3.1,42.88,206881.0,99.99,99.98,86.75,2.0,2.0,100.0,100.0,44.8,3.189,0.904,1.63,3346.0,2993.0,2.0,3.0,2.0,2.0,3.0,96.0,66.0,2.0,98.4,11.8,3.0,0.0,2.0,34.0,42.0,32.0,24.0,46.9,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,7.1,40.4,100.0,93.9,1.6,7.0,41.0,6.3,0.6,-2.0,1.0,59.8,9.014084507042254,9.295774647887324,239097.18309859157
62,4.5,45.48,178941.0,99.99,99.99,99.34,2.0,2.0,100.0,100.0,41.5,3.189,1.085,1.79,3347.0,3016.0,2.0,3.0,2.0,2.0,3.0,96.0,66.0,2.0,98.4,11.8,3.0,2.0,2.0,40.0,36.0,16.0,28.0,50.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,7.0,40.4,100.0,100.0,1.6,7.0,43.0,6.3,0.7,3.0,-1.0,63.4,9.428571428571429,9.0,256668.85714285713
63,0.0,51.54,455713.0,99.99,99.99,99.71,2.0,2.0,100.0,100.0,36.2,3.189,1.085,1.79,3335.0,3212.0,4.0,3.0,2.0,2.0,3.0,96.0,78.3,2.0,98.4,11.8,3.0,2.0,2.0,34.0,34.0,28.0,16.0,44.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,7.0,40.4,100.0,100.0,1.6,7.0,42.0,6.3,0.7,0.0,1.0,64.8,9.428571428571429,9.428571428571429,271992.28571428574
64,-1.5,57.76,484813.0,99.99,99.99,99.94,2.0,1.0,100.0,100.0,57.0,1.162,1.085,1.79,3333.0,3317.0,4.0,3.0,2.0,2.0,3.0,76.0,78.3,2.0,98.4,11.8,3.0,2.0,2.0,40.0,30.0,24.0,8.0,40.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,6.9,40.4,100.0,100.0,1.6,7.0,43.0,6.4,0.8,-1.0,0.0,67.9,9.855072463768115,10.0,280513.62318840576
66,42.1,3.72,6066.0,93.0,23.0,0.0,0.0,0.0,58.1,1.46,2.4,14.16,12.877,67.45,3715.0,7888.0,2.0,1.0,1.0,2.0,2.0,96.0,18.0,2.0,34.6,1.5,3.0,2.0,2.0,30.0,50.0,32.0,22.0,62.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,19.2,35.3,17.51,1.0,2.1,4.7,42.0,5.2,0.2,8.0,23.0,14.0,0.9895833333333334,0.5729166666666667,645.0
67,56.5,4.33,5961.0,93.0,28.2,0.0,0.0,0.0,58.1,1.46,12.1,14.798,12.127,37.9,3676.0,8545.0,2.0,1.0,1.0,1.0,2.0,64.0,18.0,2.0,34.6,1.5,1.0,1.0,2.0,42.0,62.0,28.0,22.0,56.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,19.8,35.3,14.4,2.6,2.0,4.8,42.0,5.2,0.3,13.0,13.0,15.9,1.1616161616161615,0.5050505050505051,624.2929292929292
68,9.1,6.96,5961.0,93.0,33.0,0.0,0.0,0.0,63.8,1.6,16.4,7.785,12.127,37.9,3849.0,8630.0,3.0,0.0,0.0,1.0,1.0,88.0,18.8,2.0,41.2,1.6,1.0,3.0,2.0,62.0,48.0,32.0,40.0,50.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,20.3,35.3,14.4,2.6,2.2,4.8,41.0,5.2,0.3,2.0,8.0,15.9,1.083743842364532,0.9852216748768473,680.6896551724137
69,37.5,11.18,5961.0,93.0,48.4,26.92,0.0,0.0,68.7,1.9,16.8,6.72,12.127,37.9,3874.0,8264.0,3.0,0.0,0.0,1.0,1.0,78.0,18.8,2.0,41.2,1.6,1.0,3.0,2.0,46.0,44.0,30.0,32.0,40.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,20.9,35.3,14.4,1.4,2.3,4.0,40.0,5.2,0.4,9.0,15.0,15.9,1.1483253588516746,0.7177033492822967,574.8803827751196
73,40.0,7.33,20372.0,53.65,44.48,20.93,0.0,0.0,68.5,2.0,0.0,13.598,2.727,322.22,4222.0,4446.0,3.0,0.0,0.0,1.0,1.0,94.0,9.0,0.0,68.4,3.1,0.0,0.0,0.0,36.0,28.0,24.0,22.0,44.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,11.5,38.6,11.02,0.7,2.5,2.3,17.0,4.5,0.3,8.0,11.0,2.7,1.7391304347826086,1.0434782608695652,342.17391304347825
74,40.0,7.72,20372.0,55.15,48.0,25.0,0.0,0.0,66.2,2.3,0.0,13.664,2.727,322.22,4121.0,4692.0,3.0,0.0,0.0,1.0,1.0,82.0,9.0,0.0,68.4,3.1,0.0,2.0,0.0,46.0,38.0,32.0,24.0,50.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,11.9,38.6,11.02,0.7,2.5,2.2,19.0,4.5,0.3,8.0,11.0,2.7,1.680672268907563,1.0084033613445378,318.57142857142856
